,title,location,ppp_number,price
764,JUAL RUMAH PLOSO TIMUR,Ploso Timur,PPP Number : OXMNC-00002323,"IDR 1,400,000,000"
765,JUAL RUMAH GREEN WISATA SEMANGGI MANGROV...,Green Wisata Semanggi Mangrove,PPP Number : OXMNC-00002319,"IDR 725,000,000"
766,RUMAH BRONGGALAN SAWAH SIAP HUNI LINGKUN...,Bronggalan Sawah,PPP Number : OXMCI-00003134,"IDR 590,000,000"
767,JUAL RUMAH GREEN WISATA SEMANGGI MANGROV...,Green Wisata Semanggi Mangrove,PPP Number : OXMNC-00002294,"IDR 720,000,000"
768,JUAL RUMAH GREEN WISATA SEMANGGI MANGROV...,Green Wisata Semanggi Mangrove,PPP Number : OXMNC-00002293,"IDR 800,000,000"
769,JUAL RUMAH BUKIT PALMA CITRALAND,Bukit Palma,PPP Number : OXMNC-00002290,"IDR 750,000,000"
770,JUAL RUMAH BUKIT PALMA CITRALAND,Bukit Palma,PPP Number : OXMNC-00002289,"IDR 1,400,000,000"
771,JUAL RUMAH BUKIT PALMA CITRALAND,Bukit Palma,PPP Number : OXMNC-00002288,"IDR 1,270,000,000"
772,KOMISI AGENT AMESTA LIVING BB-20 (TERMIN...,PAKUWON CITY,PPP Number : OXMTP-00008152,"IDR 891,260,775"
773,DIJUAL RUMAH MURAH MEDAYU,Medayu Utara,PPP Number : OXMGH-00000717,"IDR 545,000,000"
774,TURUN HARGA JADI 875JT AJE JUAL CEPAT RU...,GRAND SIWALANKERTO NEGO SAMPE DEAL,PPP Number : OXMDP-00000538,"IDR 925,000,000"
775,DIJUAL RUGI RUMAH SIAP HUNI,Lebak Timur,PPP Number : FSXMPC-00001202,"IDR 800,000,000"
776,JUAL RUMAH SURABAYA BARAT,simomulya baru,PPP Number : OXMDP-00000533,"IDR 700,000,000"
777,RUMAH PONDOK BENOWO INDAH 2LT SIAP HUNI ...,Pondok Benowo indah,PPP Number : OXMCI-00003133,"IDR 500,000,000"
778,RUMAH KENCANA 2 HUNIAN NYAMAN SIAP HUNI ...,Kencana 2,PPP Number : OXMCI-00003131,"IDR 950,000,000"
779,(BEN97) FOR SALE RUMAH MINIMALIS MURAH 5...,Bronggalan Sawah Surabaya,PPP Number : OXMTP-00008145,"IDR 590,000,000"
780,RUMAH SIAP HUNI SURABAYA KAMAR BANYAK TA...,raya wiyung,PPP Number : OXMNY-00001526,"IDR 1,300,000,000"
781,DIJUAL RUMAH CITRALAND NORTHWEST SURABAY...,Citraland Northwest Park Surabaya,PPP Number : OXMDP-00000532,"IDR 825,000,000"
782,DIJUAL RUMAH PERMATA SAFIRA,Permata Safira,PPP Number : OXMGH-00000686,"IDR 1,500,000,000"
783,RUMAH BARAT SURABAYA CICIL 4 JUTA AN OPR...,"raya Kepatihan, barat surabaya",PPP Number : OXMNY-00001517,"IDR 860,000,000"
784,RUMAH PANTAI MENTARI,Pantai Mentari,PPP Number : OXMHR-00000768,"IDR 1,275,000,000"
785,RUMAH 2 LANTAI NORTHWEST HILL,Citraland,PPP Number : OXMHR-00000767,"IDR 1,300,000,000"
786,RUMAH SURABAYA DEKAT PTC BUKIT MAS CUMA ...,wisata bukit mas,PPP Number : OXMNY-00001515,"IDR 1,300,000,000"
787,RUMAH SIAP HUNI,"Wiguna Tengah, Gunung Anyar",PPP Number : FSXMTS-00001114,"IDR 1,400,000,000"
788,JUAL RUMAH PONDOK MARITIM SURABAYA,Pondok Maritim,PPP Number : OXMNC-00002286,"IDR 1,250,000,000"
789,JUAL/SEWA RUMAH GREEN SEMANGGI MANGROVE ...,Green Semanggi Mangrove,PPP Number : OXMNC-00002284,"IDR 1,100,000,000"
790,"DIJUAL PERUM. NEW SYANDANA GUNUNG ANYAR,...","Dijual Perum. New Syandana, Gunung Anyar, Surabaya.",PPP Number : FSXMMJ-00003198,"IDR 950,000,000"
791,RUMAH DARMO DEKAT SUPERINDO STRATEGIS DE...,Darmo harapan indah surabaya,PPP Number : OXMNY-00001507,"IDR 1,450,000,000"
792,"CITRALAND SURABAYA BARU CEPAT HUNI, 900 ...",Citraland surabaya,PPP Number : OXMNY-00001504,"IDR 960,000,000"
793,*DIJUAL RUMAH RENOVASI SURABAYA BARAT SA...,sambiarum,PPP Number : OXMTE-00001412,"IDR 1,100,000,000"
794,DIJUAL RUMAH GRIYA CITRA ASRI SEMEMI SUR...,griya citra asri Surabaya barat,PPP Number : OXMDP-00000511,"IDR 900,000,000"
795,RUMAH BRONGGALAN SAWAH SIAP HUNI LINGKUN...,Bronggalan Sawah,PPP Number : OXMCI-00003116,"IDR 590,000,000"
796,CITRALAND NORTH WEST,NORTH WEST,PPP Number : OXMDR-00001231,"IDR 1,400,000,000"
797,NEW HOME !! HARMONI KUTISARI SELATAN 2 M...,Harmoni Kutisari Selatan 2,PPP Number : OXMMR-00000514,"IDR 970,000,000"
798,RUMAH BARU GRESS HARMONI KUTISARI SELATA...,Harmoni Kutisari Selatan 2,PPP Number : OXMMR-00000505,"IDR 900,000,000"
799,RUMAH TERBAIK LOKASI STRATEGIS ANGGREK R...,Anggrek Residence Prapen,PPP Number : OXMMR-00000504,"IDR 1,400,000,000"
800,NEW PROGRESS RUMAH KENCANA RESIDENCE DEK...,Kencana Residence,PPP Number : OXMMR-00000503,"IDR 900,000,000"
801,DIJUAL RUMAH JALAN EASTERN PARK RESIDENC...,Eastern Park Sukolilo,PPP Number : OXMTG-00002081,"IDR 1,250,000,000"
802,DIJUAL RUMAH JALAN BENDUL MERISI SURABAY...,Bendul Merisi,PPP Number : OXMTG-00002079,"IDR 1,200,000,000"
803,DIJUAL RUMAH MURAH DI KUTISARI SELATAN S...,Kutisari Selatan,PPP Number : OXMTG-00002068,"IDR 1,400,000,000"
804,BLT KANTOR AMESTA LIVING BA-25,Gununganyar,PPP Number : OXMTP-00008086,"IDR 937,927,928"
805,RUMAH BARU 1 LANTAI PURI 88 WIGUNA TENGA...,Wiguna Tengah,PPP Number : OXMMR-00000497,"IDR 775,000,000"
806,RUMAH DKT MERR UPN SBY,Medayu tambak Sby,PPP Number : OXMTS-00001091,"IDR 600,000,000"
807,"DIJUAL RUMAH HITUNG TANAH, COCOK UNTUK K...",jl siwalankerto permai 1,PPP Number : OXMHV-00000599,"IDR 1,300,000,000"
808,DIJUAL RUMAH SELANGKAH MERR DI GUNUNG AN...,jl gunung anyar tambak,PPP Number : OXMHV-00000598,"IDR 975,000,000"
809,JUAL RUGI RUMAH GRAND PAKUWON CLUSTER AD...,grand pakuwon,PPP Number : OXMHV-00000596,"IDR 1,400,000,000"
810,DIJUAL RUMAH NGAGEL MULYO,Ngagel Mulyo,PPP Number : OXMMJ-00003188,"IDR 1,500,000,000"
811,RUMAH DIJUAL PONDOK NIRWANA SURABAYA,Pondok Nirwana surabaya,PPP Number : OXMTP-00008076,"IDR 1,500,000,000"
812,JUAL CEPAT RUMAH PALEM OASIS,PALEM OASIS SEMEMI SURABAYA BARAT,PPP Number : OXMDP-00000497,"IDR 895,000,000"
813,JUAL RUMAH KEDUNGDORO SURABAYA,Kedungdoro,PPP Number : OXMNC-00002257,"IDR 800,000,000"
814,DIJUAL RUMAH 1M-AN NIRWANA EKSEKUTIF JAR...,nirwana eksekutif,PPP Number : OXMEC-00002966,"IDR 1,150,000,000"
815,DIJUAL RUMAH BARU ON PROGRESS MEDOKAN SA...,Medokan Sawah Surabaya,PPP Number : OXMEC-00002961,"IDR 995,000,000"
816,DIJUAL RUMAH MEDAYU SENTOSA RUNGKUT,Medayu Sentosa Rungkut,PPP Number : OXMEC-00002953,"IDR 875,000,000"
817,JUAL RUMAH MEDAYU UTARA,Medayu Utara,PPP Number : OXMNC-00002254,"IDR 725,000,000"
818,HUNIAN NYAMAN GUNUNG ANYAR EMAS BARU GRE...,Gunung Anyar Emas,PPP Number : OXMCI-00003069,"IDR 955,000,000"
819,RUMAH 2 LANTAI DI PANTAI MENTARI SURABAY...,PANTAI MENTARI,PPP Number : OXMTG-00001983,"IDR 1,450,000,000"
820,RUMAH 1 LANTAI DI BRONGGALAN SURABAYA,BRONGGALAN SURABAYA,PPP Number : OXMTG-00001973,"IDR 1,290,000,000"
821,RUMAH 1.5 LANTAI DI ASEM JAJAR TEMBOK DU...,ASEM JAJAR,PPP Number : OXMTG-00001970,"IDR 725,000,000"
822,RUMAH 2 LANTAI DI KOSAGRA MEDAYU SURABAY...,kosagra medayu rungkut,PPP Number : OXMTG-00001969,"IDR 1,250,000,000"
823,RUMAH 2 LANTAI DI GREENLAKE WONOREJO SUR...,greenlake wonorejo,PPP Number : OXMTG-00001948,"IDR 1,200,000,000"
824,RUMAH GUNUNG ANYAR EMAS BARU GRESS NYAMA...,Gunung Anyar Emas,PPP Number : OXMCI-00003064,"IDR 955,000,000"
825,RUMAH 2 LANTAI DI WISMA KEDUNG ASEM,wisma kedung asem,PPP Number : OXMTG-00001936,"IDR 1,200,000,000"
826,CITRALAND BUKIT PALMA,CITRALAND BUKIT PALMA,PPP Number : OXMDR-00001211,"IDR 850,000,000"
827,JUAL RUMAH SURABAYA BARAT,griya citra asri sememi surabaya,PPP Number : OXMDP-00000488,"IDR 900,000,000"
828,JUAL RUMAH MEDOKAN SAWAH RUNGKUT,Medokan Sawah,PPP Number : OXMNC-00002213,"IDR 995,000,000"
829,JUAL RUMAH GUNUNG ANYAR EMAS GG.1,Gunung Anyar Emas Gg.1,PPP Number : OXMNC-00002212,"IDR 925,000,000"
830,DIJUAL RUMAH DI LEBAK JAYA UTARA,lebak jaya,PPP Number : OXMMJ-00003170,"IDR 950,000,000"
831,HANYA 2 UNIT REGENCY ONE BABATAN SIAP HU...,Babatan pantai,PPP Number : OXMVR-00001536,"IDR 1,150,000,000"
832,JUAL RUMAH DI BRONGGALAN SAWAH,Bronggalan Sawah,PPP Number : OXMNC-00002209,"IDR 590,000,000"
833,RUMAH MURAH BRONGGALAN SAWAH,Bronggalan Sawah,PPP Number : OXMCI-00003059,"IDR 590,000,000"
834,RUMAH CITRALAND NORTH WEST LAKE MINIMALI...,North West Lake,PPP Number : OXMCI-00003057,"IDR 850,000,000"
835,"BISA UTK KANTOR + GUDANG, SHOWROON DKT K...",KENJERAN,PPP Number : OXMTS-00001078,"IDR 1,500,000,000"
836,RUMAH DUKUH KUPANG TIMUR LOKASI STRATEGI...,Dukuh Kupang Timur,PPP Number : OXMCI-00003054,"IDR 1,200,000,000"
837,JUAL RUMAH DI BABATAN MUKTI,Babatan Mukti,PPP Number : OXMNC-00002196,"IDR 1,200,000,000"
838,DIJUAL RUMAH MURAH DIDAERAH SURABAYA UTA...,Kerapu I Surabaya,PPP Number : FSXMPN-00000276,"IDR 1,100,000,000"
839,TAMAN RIVERA REGENCY MEDOKAN AYU,TAMAN RIVERA REGENCY MEDOKAN AYU,PPP Number : OXMDP-00000474,"IDR 1,100,000,000"
840,JUAL RUMAH SURABAYA BARAT GRIYA CITRA AS...,griya citra asri sememi,PPP Number : OXMDP-00000473,"IDR 700,000,000"
841,RUMAH GRIYA SUTOREJO ASRI FURNISH MURAH ...,griya sutorejo asri,PPP Number : OXMTP-00007993,"IDR 1,200,000,000"
842,PROPERTY RUMAH GRIYA SUTOREJO ASRI TERAW...,griya sutorejo asri,PPP Number : OXMTP-00007992,"IDR 1,200,000,000"
843,RUMAH TERAWAT FURNISH GRIYA SUTOREJO ASR...,griya sutorejo asri,PPP Number : OXMTP-00007977,"IDR 1,200,000,000"
844,NORTHWEST,citraland,PPP Number : FSXMVR-00001525,"IDR 1,200,000,000"
845,NORTHWEST,Citraland,PPP Number : OXMVR-00001523,"IDR 1,400,000,000"
846,JUAL RUMAH DI BABATAN INDAH WIYUNG,Babatan Indah,PPP Number : OXMNC-00002190,"IDR 950,000,000"
847,NORTHWEST,Citraland,PPP Number : OXMVR-00001522,"IDR 1,400,000,000"
848,"JUAL RUMAH DARMO DARMOAN, DARMO INDAH, S...",Jual Rumah Darmo Indah Surabaya barat,PPP Number : OXMDP-00000468,"IDR 1,250,000,000"
849,"DIJUAL RUMAH BARU MINIMALIS, SIAP HUNI D...",gunung anyar,PPP Number : OXMMJ-00003136,"IDR 955,000,000"
850,JUAL RUMAH SIMPANG DARMO PERMAI SELATAN ...,Jual Rumah Simpang Darmo Permai Selatan Surabaya,PPP Number : OXMDP-00000466,"IDR 1,350,000,000"
851,PROPERTY RUMAH GREENLAKE NATURAL LIVING ...,wonorejo,PPP Number : OXMTP-00007959,"IDR 1,000,000,000"
852,RUMAH GREENLAKE NATURAL LIVING WONOREJO ...,wonorejo,PPP Number : OXMTP-00007952,"IDR 1,000,000,000"
853,RUMAH MINIMALIS GREENLAKE NATURAL LIVING...,wonorejo,PPP Number : OXMTP-00007946,"IDR 1,000,000,000"
854,JUAL RUMAH SIAP HUNI SIMPANG DARMO PERMA...,Dijual Rumah Simpang Darmo Permai Selatan - Surabaya,PPP Number : OXMDP-00000461,"IDR 1,065,000,000"
855,GRIYA CITRA ASRI HANYA 600JT AN,griya citra asri,PPP Number : OXMDP-00000460,"IDR 600,000,000"
856,JUAL RUMAH GRIYA CITRA ASRI,griya citra asri,PPP Number : OXMDP-00000459,"IDR 1,200,000,000"
857,DI JUAL RUMAH MARGOREJO INDAH DEKAT UBAY...,margorejo indah,PPP Number : OXMBL-00001091,"IDR 1,250,000,000"
858,DIJUAL RUMAH KOS2AN DI JL JUWINGAN,jl juwingan,PPP Number : OXMMJ-00003118,"IDR 1,100,000,000"
859,DJUAL DI PAKIS TIRTOSARI,pakis tirtosari,PPP Number : OXMMJ-00003117,"IDR 900,000,000"
860,"RUMAH MINIMALIS, JALAN CANDI LONTAR, PER...",Grand Vivo,PPP Number : OXMCI-00003005,"IDR 985,000,000"
861,CEPAT! RUMAH MINIMALIS GRAND PAKUWON,Grand Pakuwon (Adelaide),PPP Number : OXMCI-00003004,"IDR 1,400,000,000"
862,DIJUAL RUMAH BARUK TIMUR BELAKANG EXCELS...,baruk Timur Surabaya timur,PPP Number : OXMBL-00001087,"IDR 1,200,000,000"
863,DIJUAL RUMAH GRIYA CITRA ASRI MURAH!!!,Jl.Perum Griya Citra Asri,PPP Number : FSXMDI-00001876,"IDR 1,200,000,000"
864,PROPERTY RUMAH TERAWAT SUKOLILO DIAN REG...,sukolilo dian regency,PPP Number : OXMTP-00007914,"IDR 1,250,000,000"
865,JUAL RUMAH SUKOLILO DIAN REGENCY SURABAY...,Sukolilo Dian Regency,PPP Number : OXMTP-00007912,"IDR 1,250,000,000"
866,RUMAH SUKOLILO DIAN REGENCY 1LANTAI TERA...,sukolilo dian regency,PPP Number : OXMTP-00007911,"IDR 1,250,000,000"
867,RUMAH DI PERUM BABATAN INDAH WIYUNG STRA...,babatan indah,PPP Number : OXMTP-00007907,"IDR 1,000,000,000"
868,TERMURAH!! RUMAH DI PERUM BABATAN INDAH ...,babatan indah,PPP Number : OXMTP-00007901,"IDR 1,000,000,000"
869,RUMAH TERAWAT MURAH DI SUKOLILO DIAN REG...,sukolilo dian regency,PPP Number : OXMTP-00007896,"IDR 1,250,000,000"
870,DIJUAL CEPAT RUMAH 2 LANTAI GREEN LAKE,green lake natural living,PPP Number : OXMTP-00007894,"IDR 1,000,000,000"
871,DJUAL RUMAH PLOSO TIMUR,ploso timur,PPP Number : OXMMJ-00003067,"IDR 1,400,000,000"
872,RUMAH 2 LANTAI GRAND ALANA BLOK D1,GRAND ALANA Blok D1,PPP Number : OXMTE-00001213,"IDR 950,000,000"
873,"DIJUAL, RUMAH TINGGAL , PAKUWON CITY, DE...",Griya Asri,PPP Number : OXMTJ-00000471,"IDR 1,300,000,000"
874,DIJUAL RUMAH DI WIGUNA TIMU,wiguha timur,PPP Number : OXMMJ-00003048,"IDR 1,250,000,000"
875,DIJUAL CUMA 990JUTA!JUAL RUMAH HITUNG TA...,Candi Lontar Surabaya Barat,PPP Number : OXMEC-00002893,"IDR 990,000,000"
876,JUAL CEPAT RUMAH KOST AKTIF SETRO BARU D...,Setro Baru Tambaksari Surabaya,PPP Number : OXMEC-00002890,"IDR 1,200,000,000"
877,"DIJUAL RUMAH BARU MINIMALIS, SIAP HUNI D...",Gunung anyar emas,PPP Number : OXMMJ-00003062,"IDR 955,000,000"
878,"MURAH, RUMAH MEDOKAN SEMAMPIR INDAH DI S...",Medokan Semampir Indah,PPP Number : OXMDR-00001132,"IDR 1,250,000,000"
879,RUMAH MURAH BARU RENOVASI BENOWO,Benowo Surabaya,PPP Number : OXMGH-00000666,"IDR 650,000,000"
880,CITRALAND TMN PUSPA RAYA,TAMAN PUSPA RAYA,PPP Number : OXMTS-00001025,"IDR 1,200,000,000"
881,DIJUAL RUMAH ROYAL RESIDENCE SERENADE,Royal Residence Serenade,PPP Number : OXMMJ-00003017,"IDR 1,500,000,000"
882,RUMAH GREEN LAKE 2 LANTAI RUNGKUT SURABA...,Green Lake,PPP Number : OXMDR-00001127,"IDR 1,250,000,000"
883,JUAL RUMAH PAKIS TIRTOSARI,Pakis Tirtosari,PPP Number : OXMNC-00002139,"IDR 1,500,000,000"
884,RUMAH BARU MODERN 2 LANTAI KEBONSARI,KEBONSARI,PPP Number : OXMGH-00000662,"IDR 1,200,000,000"
885,RUMAH PANTAI MENTARI KENJERAN HOOK MURAH...,pantai mentari,PPP Number : OXMTP-00007844,"IDR 1,450,000,000"
886,RUMAH BARU KARANG ASEM MINIMALIS 2LANTAI...,karang asem,PPP Number : OXMTP-00007843,"IDR 1,250,000,000"
887,RUMAH KARANG ASEM BARU 2LANTAI MINIMALIS...,karang asem,PPP Number : OXMTP-00007838,"IDR 1,250,000,000"
888,RUMAH HOOK PANTAI MENTARI KENJERAN MURAH...,pantai mentari,PPP Number : OXMTP-00007837,"IDR 1,450,000,000"
889,RUMAH BAGUS TERAWAT PANTAI MENTARI HOOK ...,pantai mentari,PPP Number : OXMTP-00007834,"IDR 1,450,000,000"
890,RUMAH MINIMALIS KARANG ASEM 2LANTAI NEW ...,karang asem,PPP Number : OXMTP-00007833,"IDR 1,250,000,000"
891,JUAL RUMAH MANUKAN MAKMUR,Manukan Makmur,PPP Number : OXMNC-00002124,"IDR 850,000,000"
892,RUMAH BAGUS PLOSO TIMUR,Ploso Timur,PPP Number : OXMHR-00000718,"IDR 1,100,000,000"
893,NEW !! RUMAH MINIMALIS WONOREJO SELATAN ...,Wonorejo Selatan,PPP Number : OXMMR-00000418,"IDR 575,000,000"
894,RUMAH PANTAI MENTARI,Pantai Mentari,PPP Number : OXMHR-00000709,"IDR 1,275,000,000"
895,DIJUAL RUMAH VIRGO KARANG ASEM DEKAT UNA...,karamg asem,PPP Number : OXMBL-00001077,"IDR 1,200,000,000"
896,RUMAH BAGUS NORTHWEST HILL,Northwest Hill,PPP Number : OXMHR-00000697,"IDR 1,300,000,000"
897,DIJUAL RUMAH KALIJUDAN DEKAT UNIV WIDYA ...,kalijudan barat,PPP Number : OXMBL-00001072,"IDR 1,425,000,000"
898,DIJUAL RUMAH DI MULYOSARI SURABAYA,Mulyosari,PPP Number : OXMVR-00001479,"IDR 1,300,000,000"
899,DIJUAL RUMAH ALAM GALAXY SURABAYA,Alam Galaxy Surabaya barat,PPP Number : OXMDP-00000416,"IDR 1,350,000,000"
900,JUAL RUMAH BUKIT PALMA,Bukit Palma,PPP Number : OXMNC-00002111,"IDR 1,350,000,000"
901,APARTEMEN EDUCITY HARVARD,Educity Havard,PPP Number : OXMTG-00001902,"IDR 550,000,000"
902,RUMAH NORTH WEST PARK VICENZA 2 SURABAYA...,NORTH WEST PARK VICENZA 2,PPP Number : OXMDR-00001106,"IDR 999,000,000"
903,"DIJUAL RUMAH CANDI LONTAR WETAN 2,5 LANT...",Candi Lontar Wetan,PPP Number : OXMCI-00002947,"IDR 1,000,000,000"
904,"DIJUAL RUMAH 1,5 LANTAI TAMAN WIGUNA SEL...",Taman Wiguna Selatan Rungkut Surabaya,PPP Number : OXMEC-00002846,"IDR 950,000,000"
905,"DIJUAL UNDER 1M! RUMAH 1,5 LANTAI TAMAN ...","Taman Wiguna Selatan, Rungkut, Surabaya",PPP Number : OXMEC-00002844,"IDR 950,000,000"
906,JUAL 4 UNIT RUMAH BARU KARANG ASEM SURAB...,Karang Asem,PPP Number : OXMTP-00007799,"IDR 1,200,000,000"
907,DIJUAL RUMAH MINIMALIS POJOKAN (HOOK) DI...,greenlake natural living,PPP Number : OXMMJ-00002962,"IDR 850,000,000"
908,DIJUAL RUMAH HITUNG TANAH DI BRONGGALAN ...,bronggalan,PPP Number : OXMMJ-00002958,"IDR 950,000,000"
909,PROPERTY RUMAH LEBAK REJO BARU GRESS MIN...,LEBAK REJO,PPP Number : OXMTP-00007795,"IDR 1,200,000,000"
910,RUMAH LEBAK REJO 2LANTAI BARU GRESS (CA ...,LEBAK REJO,PPP Number : OXMTP-00007792,"IDR 1,200,000,000"
911,RUMAH BARU GRESS 2LANTAI DI LEBAK REJO (...,LEBAK REJO,PPP Number : OXMTP-00007785,"IDR 1,200,000,000"
912,DIJUAL RUMAH BABATAN INDAH WIYUNG SURABA...,Babatan indah Kec Wiyjng Surabaya,PPP Number : OXMDO-00000540,"IDR 1,100,000,000"
913,DIJUAL CEPAT & MURAH RUMAH HITUNG TANAH ...,"Mulyosari Utara,",PPP Number : FSXMDR-00001093,"IDR 1,017,500,000"
914,(BEN90) DIJUAL MURAH BANGET 1M AN RUMAH ...,Babatan Indah,PPP Number : OXMTP-00007772,"IDR 1,000,000,000"
915,JUAL RUMAH MEDOKAN SAWAH TIMUR,Medokan Sawah Timur,PPP Number : OXMNC-00002061,"IDR 995,000,000"
916,JUAL RUMAH GUNUNG ANYAR EMAS,Gunung Anyar Emas,PPP Number : OXMNC-00002060,"IDR 925,000,000"
917,DIJUAL RUMAH FULL BANGUNAN DI KEBRAON IN...,Kebraon Indah Permai,PPP Number : OXMEC-00002833,"IDR 975,000,000"
918,DIJUAL CEPAT RUMAH 1 LANTAI DI JAMBANGAN...,jambangan Surabaya Selatan,PPP Number : OXMEC-00002827,"IDR 1,250,000,000"
919,DIJUAL JUAL CEPAT RUMAH DI BRONGGALAN SA...,Bronggalan Sawah,PPP Number : OXMEC-00002816,"IDR 696,000,000"
920,PROPERTY RUMAH BABATAN INDAH WIYUNG MURA...,BABATAN INDAH,PPP Number : OXMTP-00007768,"IDR 1,000,000,000"
921,RUMAH MURAH TERAWAT DI BABATAN INDAH WIY...,BABATAN PANTAI,PPP Number : OXMTP-00007767,"IDR 1,000,000,000"
922,BU!! MURAH RUMAH BABATAN INDAH SURABAYA ...,BABATAN INDAH,PPP Number : OXMTP-00007759,"IDR 1,000,000,000"
923,RUMAH LUAS BABATAN INDAH WIYUNG,Babatan Indah Wiyung,PPP Number : OXMGH-00000653,"IDR 1,000,000,000"
924,RUMAH KOS AKTIF DI NGAGEL WASANA SURABAY...,Ngagel Wasana,PPP Number : OXMTG-00001898,"IDR 1,280,000,000"
925,RUMAH DAN GUDANG SIMO,simo,PPP Number : OXMHR-00000695,"IDR 1,500,000,000"
926,RUMAH BAGUS 2 LANTAI GREENLAND THE GARBE...,Greenland The Garberra,PPP Number : OXMHR-00000694,"IDR 1,500,000,000"
927,MURAH POLL CITRALAND TMN PUSPA RAYA,TAMAN PUSPA RAYA,PPP Number : OXMTS-00000998,"IDR 1,200,000,000"
928,JUAL RUMAH NORTHWEST CENTRAL,Northwest Central,PPP Number : OXMNC-00002056,"IDR 1,079,000,000"
929,RUMAH CITRALAND UTARA VIEW LAKE,Northwest Park,PPP Number : OXMCI-00002926,"IDR 1,450,000,000"
930,DIJUAL RUMAH NORTH WEST PARK,North West Park,PPP Number : OXMDI-00001818,"IDR 925,000,000"
931,RUMAH LEBAK PERMAI DENGAN LUAS 100M2 DAN...,lebak permai,PPP Number : OXMHR-00000692,"IDR 1,300,000,000"
932,DIJUAL RUMAH BABATAN PRATAMA LINGKUNGAN ...,Babatan Pratama,PPP Number : OXMCI-00002923,"IDR 1,400,000,000"
933,JUAL RUMAH SAMBIKEREP INDAH TIMUR,Sambikerep Indah Timur,PPP Number : OXMNC-00002043,"IDR 1,350,000,000"
934,DIJUAL CEPAT RUMAH SHM DI SIMO MAGEREJO ...,Simo Magerejo Sukomanunggal Surabaya,PPP Number : OXMEC-00002809,"IDR 1,050,000,000"
935,DIJUAL GRAND HARVEST KEBRAON,Kebraon,PPP Number : OXMGM-00001003,"IDR 1,300,000,000"
936,DIJUAL RUMAH NORTH WEST HILL,North West Hill,PPP Number : OXMDI-00001813,"IDR 1,200,000,000"
937,JUAL RUMAH PONDOK CHANDRA NANAS,nanas pondok Chandra,PPP Number : OXMDP-00000391,"IDR 1,250,000,000"
938,DIJUAL RUMAH WESTERN REGENCY NYAMAN SBY ...,Western Regency,PPP Number : OXMCI-00002916,"IDR 1,500,000,000"
939,JUAL RUMAH DI BUKIT PALMA,Bukit Palma,PPP Number : OXMNC-00002038,"IDR 950,000,000"
940,RUMAH TAMBAK ADI SURABAYA MURAH (VIN.A12...,Tambak Adi,PPP Number : OXMTG-00001866,"IDR 1,300,000,000"
941,DIJUAL RUMAH SBY BARAT SEMEMI REJO ASRI ...,Sememi Rejo Asri Barat,PPP Number : OXMCI-00002911,"IDR 500,000,000"
942,JUAL RUMAH HOOK RUNGKUT BARATA SURABAYA ...,Rungkut Barata,PPP Number : OXMHV-00000535,"IDR 1,250,000,000"
943,JUAL RUMAH VIRGO SURABAYA TIMUR,Virgo,PPP Number : OXMHV-00000534,"IDR 1,200,000,000"
944,JUAL RUMAH BARU KUTISARI SURABAYA TIMUR,Kutisari Utara,PPP Number : OXMHV-00000533,"IDR 1,350,000,000"
945,DIJUAL RUMAH DI LEBAK SURABAYA,Rumah di Lebak Surabaya,PPP Number : OXMVR-00001447,"IDR 1,200,000,000"
946,DIJUAL RUMAH CITRALAND BUKIT PALMA SEMI ...,Bukit Palma,PPP Number : OXMCI-00002910,"IDR 1,200,000,000"
947,RUMAH MINIMALIS DI MANYAR INDAH SURABAYA,Manyar indah,PPP Number : OXMTG-00001831,"IDR 1,250,000,000"
948,RUMAH PURIMAS SIAP HUNI MURAH BUTUH CEPA...,Purimas,PPP Number : OXMVR-00001441,"IDR 1,350,000,000"
949,RUMAH HITUNG TANAH STRATEGIS DAERAH PERA...,ikan bandeng,PPP Number : OXMMJ-00002888,"IDR 1,100,000,000"
950,DIJUAL RUMAH BARU 2 LANTAI SIAP HUNI DI ...,New Royal Gunung Anyar,PPP Number : OXMDO-00000537,"IDR 655,000,000"
951,DIJUAL RUMAH MEWAH MURAH DI GUNUNG ANYAR,jl. Gunung Anyar Harapan,PPP Number : OXMGH-00000648,"IDR 1,000,000,000"
952,(EMA119) DIJUAL MURAHH UNDER 1M !! RUMAH...,Babatan,PPP Number : OXMTP-00007718,"IDR 885,000,000"
953,DIJUAL RUMAH DI REGENCY ONE BABATAN B-60,Rumah di Regency One Babatan B-60,PPP Number : OXMVR-00001438,"IDR 774,774,775"
954,JUAL RUMAH NORTHWEST LAKE,Northwest Lake,PPP Number : OXMNC-00002017,"IDR 1,200,000,000"
955,DIJUAL CEPAT GREENLAKE CITRALAND,greenlake,PPP Number : OXMDR-00001044,"IDR 1,350,000,000"
956,RUMAH BARU RUNGKUT BARATA SURABAYA TIMUR,Jl. Rungkut Barata,PPP Number : OXMDR-00001041,"IDR 1,250,000,000"
957,"DIJUAL/DISEWAKAN APARTEMEN TRILLIUM, SUR...",apartemen trillium,PPP Number : OXMMJ-00002868,"IDR 680,000,000"
958,(EMA109) DIJUAL CEPAT RUMAH RUNGKUT MURA...,Rungkut,PPP Number : OXMTP-00007702,"IDR 1,350,000,000"
959,DIJUAL RUMAH CANDI LONTAR WETAN DIBAWAH ...,candi lontar wetan,PPP Number : OXMTE-00001177,"IDR 990,000,000"
